PROLIFIC_PID,AwarenessType,Question,Answer,awarenext.corr,QuizAccuracy,awarenext.keys,awarenext.rt,Awareness.thisRepN,Awareness.thisTrialN,Awareness.thisN,Awareness.thisIndex,Awareness.ran,GuessResp.keys,GuessResp.rt,Option1,Option2,Option3,Stim1,Stim2,SSAwareness,S2RAwareness,S2RAwarenessyn,S1Awarenessyn,S1Awareness,S1TransferAwareness
60967660853e8fcaf410748b,S-S Cued Recall,What word should have appeared?,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1.1417,bold,Don't Know,neat,Max,neat,1,NA,NA,NA,NA,NA
60967660853e8fcaf410748b,S-S Cued Recall,What word should have appeared?,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2,1.3245,calm,Don't Know,bold,Ron,calm,0,NA,NA,NA,NA,NA
60967660853e8fcaf410748b,S2-R Contingency-yn,Do you think `bold` mostly appeared in a particular colour?,j,0,NA,n,5.5888,0,0,0,0,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Jack,bold,NA,NA,0,NA,NA,NA
60967660853e8fcaf410748b,S2-R Contingency,Which colour almost always occurred with the word `bold`?,d,0,NA,k,4.5483,0,1,1,1,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Jack,bold,NA,0,NA,NA,NA,NA
60967660853e8fcaf410748b,S2-R Contingency-yn,Do you think `fair` mostly appeared in a particular colour?,j,1,NA,j,4.1852,0,2,2,2,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Tim,fair,NA,NA,1,NA,NA,NA
60967660853e8fcaf410748b,S2-R Contingency,Which colour almost always occurred with the word `fair`?,l,0,NA,d,0.906,0,3,3,3,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Tim,fair,NA,0,NA,NA,NA,NA
60967660853e8fcaf410748b,S1-R Contingency-yn,Do you think `Jack` mostly appeared in a particular colour?,j,1,NA,j,2.4937,0,4,4,4,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Jack,bold,NA,NA,NA,1,NA,NA
60967660853e8fcaf410748b,S1-R Contingency,Which colour almost always occurred with the word `Jack`?,d,0,NA,l,2.0145,0,5,5,5,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Jack,bold,NA,NA,NA,NA,0,NA
60967660853e8fcaf410748b,S2-R Contingency-yn,Do you think `neat` mostly appeared in a particular colour?,j,0,NA,n,3.2513,0,6,6,6,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Max,neat,NA,NA,0,NA,NA,NA
60967660853e8fcaf410748b,S2-R Contingency,Which colour almost always occurred with the word `neat`?,d,0,NA,k,2.0908,0,7,7,7,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Max,neat,NA,0,NA,NA,NA,NA
60967660853e8fcaf410748b,S1-R Contingency-yn,Do you think `Ron` mostly appeared in a particular colour?,j,0,NA,k,2.5197,0,8,8,8,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Ron,calm,NA,NA,NA,0,NA,NA
60967660853e8fcaf410748b,S1-R Contingency,Which colour almost always occurred with the word `Ron`?,l,0,NA,k,1.2535,0,9,9,9,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Ron,calm,NA,NA,NA,NA,0,NA
60967660853e8fcaf410748b,S2-R Contingency-yn,Do you think `calm` mostly appeared in a particular colour?,j,1,NA,j,2.7843,0,10,10,10,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Ron,calm,NA,NA,1,NA,NA,NA
60967660853e8fcaf410748b,S2-R Contingency,Which colour almost always occurred with the word `calm`?,l,0,NA,d,1.0039,0,11,11,11,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Ron,calm,NA,0,NA,NA,NA,NA
60967660853e8fcaf410748b,S1-R Transfer Awareness,Which colour do you think `Max` should have appeared in?,d,0,NA,l,2.8237,0,12,12,12,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Max,neat,NA,NA,NA,NA,NA,0
60967660853e8fcaf410748b,S1-R Transfer Awareness,Which colour do you think `Tim` should have appeared in?,l,1,NA,l,2.8645,0,13,13,13,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Tim,fair,NA,NA,NA,NA,NA,1
5638e8a444e8c8000ee86a35,S-S Cued Recall,What word should have appeared?,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,5.4527,calm,fair,Don't Know,Tim,fair,1,NA,NA,NA,NA,NA
5638e8a444e8c8000ee86a35,S-S Cued Recall,What word should have appeared?,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,2.0128,Don't Know,fair,bold,Jack,bold,1,NA,NA,NA,NA,NA
5638e8a444e8c8000ee86a35,S-S Cued Recall,What word should have appeared?,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,4.5302,Don't Know,neat,fair,Max,neat,1,NA,NA,NA,NA,NA
5638e8a444e8c8000ee86a35,S-S Cued Recall,What word should have appeared?,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1.6226,calm,neat,Don't Know,Ron,calm,1,NA,NA,NA,NA,NA
5638e8a444e8c8000ee86a35,S2-R Contingency-yn,Do you think `bold` mostly appeared in a particular colour?,j,1,NA,j,4.3222,0,0,0,0,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Jack,bold,NA,NA,1,NA,NA,NA
5638e8a444e8c8000ee86a35,S2-R Contingency,Which colour almost always occurred with the word `bold`?,d,1,NA,d,1.835,0,1,1,1,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Jack,bold,NA,1,NA,NA,NA,NA
5638e8a444e8c8000ee86a35,S2-R Contingency-yn,Do you think `fair` mostly appeared in a particular colour?,j,0,NA,n,4.2852,0,2,2,2,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Tim,fair,NA,NA,0,NA,NA,NA
5638e8a444e8c8000ee86a35,S2-R Contingency,Which colour almost always occurred with the word `fair`?,l,1,NA,l,8.8447,0,3,3,3,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Tim,fair,NA,1,NA,NA,NA,NA
5638e8a444e8c8000ee86a35,S1-R Contingency-yn,Do you think `Jack` mostly appeared in a particular colour?,j,1,NA,j,3.0937,0,4,4,4,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Jack,bold,NA,NA,NA,1,NA,NA
5638e8a444e8c8000ee86a35,S1-R Contingency,Which colour almost always occurred with the word `Jack`?,d,1,NA,d,3.2789,0,5,5,5,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Jack,bold,NA,NA,NA,NA,1,NA
5638e8a444e8c8000ee86a35,S2-R Contingency-yn,Do you think `neat` mostly appeared in a particular colour?,j,1,NA,j,2.4017,0,6,6,6,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Max,neat,NA,NA,1,NA,NA,NA
5638e8a444e8c8000ee86a35,S2-R Contingency,Which colour almost always occurred with the word `neat`?,d,1,NA,d,1.0228,0,7,7,7,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Max,neat,NA,1,NA,NA,NA,NA
5638e8a444e8c8000ee86a35,S1-R Contingency-yn,Do you think `Ron` mostly appeared in a particular colour?,j,1,NA,j,1.8146,0,8,8,8,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Ron,calm,NA,NA,NA,1,NA,NA
5638e8a444e8c8000ee86a35,S1-R Contingency,Which colour almost always occurred with the word `Ron`?,l,1,NA,l,0.8721,0,9,9,9,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Ron,calm,NA,NA,NA,NA,1,NA
5638e8a444e8c8000ee86a35,S2-R Contingency-yn,Do you think `calm` mostly appeared in a particular colour?,j,1,NA,j,1.9754,0,10,10,10,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Ron,calm,NA,NA,1,NA,NA,NA
5638e8a444e8c8000ee86a35,S2-R Contingency,Which colour almost always occurred with the word `calm`?,l,1,NA,l,1.0581,0,11,11,11,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Ron,calm,NA,1,NA,NA,NA,NA
5638e8a444e8c8000ee86a35,S1-R Transfer Awareness,Which colour do you think `Max` should have appeared in?,d,0,NA,k,2.3062,0,12,12,12,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Max,neat,NA,NA,NA,NA,NA,0
5638e8a444e8c8000ee86a35,S1-R Transfer Awareness,Which colour do you think `Tim` should have appeared in?,l,1,NA,l,5.8006,0,13,13,13,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Tim,fair,NA,NA,NA,NA,NA,1
60df713d7718de2a4065b80b,S-S Cued Recall,What word should have appeared?,2,0,NA,NA,NA,NA,NA,NA,NA,NA,3,9.3889,neat,bold,Don't Know,Jack,bold,0,NA,NA,NA,NA,NA
60df713d7718de2a4065b80b,S-S Cued Recall,What word should have appeared?,3,0,NA,NA,NA,NA,NA,NA,NA,NA,2,11.5767,Don't Know,neat,calm,Ron,calm,0,NA,NA,NA,NA,NA
60df713d7718de2a4065b80b,S-S Cued Recall,What word should have appeared?,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,5.9449,neat,Don't Know,fair,Tim,fair,1,NA,NA,NA,NA,NA
60df713d7718de2a4065b80b,S-S Cued Recall,What word should have appeared?,1,0,NA,NA,NA,NA,NA,NA,NA,NA,2,5.1713,neat,calm,Don't Know,Max,neat,0,NA,NA,NA,NA,NA
60df713d7718de2a4065b80b,S2-R Contingency-yn,Do you think `bold` mostly appeared in a particular colour?,j,0,NA,n,7.5456,0,0,0,0,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Jack,bold,NA,NA,0,NA,NA,NA
60df713d7718de2a4065b80b,S2-R Contingency,Which colour almost always occurred with the word `bold`?,d,1,NA,d,6.7101,0,1,1,1,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Jack,bold,NA,1,NA,NA,NA,NA
60df713d7718de2a4065b80b,S2-R Contingency-yn,Do you think `fair` mostly appeared in a particular colour?,j,1,NA,j,6.4815,0,2,2,2,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Tim,fair,NA,NA,1,NA,NA,NA
60df713d7718de2a4065b80b,S2-R Contingency,Which colour almost always occurred with the word `fair`?,l,1,NA,l,2.1953,0,3,3,3,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Tim,fair,NA,1,NA,NA,NA,NA
60df713d7718de2a4065b80b,S1-R Contingency-yn,Do you think `Jack` mostly appeared in a particular colour?,j,1,NA,j,4.5491,0,4,4,4,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Jack,bold,NA,NA,NA,1,NA,NA
60df713d7718de2a4065b80b,S1-R Contingency,Which colour almost always occurred with the word `Jack`?,d,1,NA,d,3.6013,0,5,5,5,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Jack,bold,NA,NA,NA,NA,1,NA
60df713d7718de2a4065b80b,S2-R Contingency-yn,Do you think `neat` mostly appeared in a particular colour?,j,1,NA,j,5.8617,0,6,6,6,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Max,neat,NA,NA,1,NA,NA,NA
60df713d7718de2a4065b80b,S2-R Contingency,Which colour almost always occurred with the word `neat`?,d,0,NA,l,1.5016,0,7,7,7,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Max,neat,NA,0,NA,NA,NA,NA
60df713d7718de2a4065b80b,S1-R Contingency-yn,Do you think `Ron` mostly appeared in a particular colour?,j,1,NA,j,3.6608,0,8,8,8,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Ron,calm,NA,NA,NA,1,NA,NA
60df713d7718de2a4065b80b,S1-R Contingency,Which colour almost always occurred with the word `Ron`?,l,0,NA,d,1.1286,0,9,9,9,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Ron,calm,NA,NA,NA,NA,0,NA
60df713d7718de2a4065b80b,S2-R Contingency-yn,Do you think `calm` mostly appeared in a particular colour?,j,1,NA,j,3.9312,0,10,10,10,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Ron,calm,NA,NA,1,NA,NA,NA
60df713d7718de2a4065b80b,S2-R Contingency,Which colour almost always occurred with the word `calm`?,l,1,NA,l,1.2144,0,11,11,11,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Ron,calm,NA,1,NA,NA,NA,NA
60df713d7718de2a4065b80b,S1-R Transfer Awareness,Which colour do you think `Max` should have appeared in?,d,1,NA,d,7.4559,0,12,12,12,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Max,neat,NA,NA,NA,NA,NA,1
60df713d7718de2a4065b80b,S1-R Transfer Awareness,Which colour do you think `Tim` should have appeared in?,l,0,NA,d,6.0251,0,13,13,13,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Tim,fair,NA,NA,NA,NA,NA,0
60f91d62ce12ac59792a3f6e,S-S Cued Recall,What word should have appeared?,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6.3191,bold,Don't Know,calm,Ron,calm,1,NA,NA,NA,NA,NA
60f91d62ce12ac59792a3f6e,S-S Cued Recall,What word should have appeared?,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,1.8162,calm,Don't Know,fair,Tim,fair,1,NA,NA,NA,NA,NA
60f91d62ce12ac59792a3f6e,S-S Cued Recall,What word should have appeared?,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1.2666,bold,Don't Know,fair,Jack,bold,1,NA,NA,NA,NA,NA
60f91d62ce12ac59792a3f6e,S-S Cued Recall,What word should have appeared?,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1.0314,neat,calm,Don't Know,Max,neat,1,NA,NA,NA,NA,NA
60f91d62ce12ac59792a3f6e,S2-R Contingency-yn,Do you think `bold` mostly appeared in a particular colour?,j,1,NA,j,4.2445,0,0,0,0,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Jack,bold,NA,NA,1,NA,NA,NA
60f91d62ce12ac59792a3f6e,S2-R Contingency,Which colour almost always occurred with the word `bold`?,d,1,NA,d,4.3277,0,1,1,1,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Jack,bold,NA,1,NA,NA,NA,NA
60f91d62ce12ac59792a3f6e,S2-R Contingency-yn,Do you think `fair` mostly appeared in a particular colour?,j,0,NA,k,3.5307,0,2,2,2,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Tim,fair,NA,NA,0,NA,NA,NA
60f91d62ce12ac59792a3f6e,S2-R Contingency,Which colour almost always occurred with the word `fair`?,l,0,NA,k,3.5758,0,3,3,3,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Tim,fair,NA,0,NA,NA,NA,NA
60f91d62ce12ac59792a3f6e,S1-R Contingency-yn,Do you think `Jack` mostly appeared in a particular colour?,j,1,NA,j,2.2931,0,4,4,4,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Jack,bold,NA,NA,NA,1,NA,NA
60f91d62ce12ac59792a3f6e,S1-R Contingency,Which colour almost always occurred with the word `Jack`?,d,1,NA,d,0.9145,0,5,5,5,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Jack,bold,NA,NA,NA,NA,1,NA
60f91d62ce12ac59792a3f6e,S2-R Contingency-yn,Do you think `neat` mostly appeared in a particular colour?,j,0,NA,k,2.4955,0,6,6,6,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Max,neat,NA,NA,0,NA,NA,NA
60f91d62ce12ac59792a3f6e,S2-R Contingency,Which colour almost always occurred with the word `neat`?,d,0,NA,k,1.8792,0,7,7,7,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Max,neat,NA,0,NA,NA,NA,NA
60f91d62ce12ac59792a3f6e,S1-R Contingency-yn,Do you think `Ron` mostly appeared in a particular colour?,j,1,NA,j,1.9958,0,8,8,8,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Ron,calm,NA,NA,NA,1,NA,NA
60f91d62ce12ac59792a3f6e,S1-R Contingency,Which colour almost always occurred with the word `Ron`?,l,1,NA,l,1.28,0,9,9,9,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Ron,calm,NA,NA,NA,NA,1,NA
60f91d62ce12ac59792a3f6e,S2-R Contingency-yn,Do you think `calm` mostly appeared in a particular colour?,j,1,NA,j,2.3457,0,10,10,10,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Ron,calm,NA,NA,1,NA,NA,NA
60f91d62ce12ac59792a3f6e,S2-R Contingency,Which colour almost always occurred with the word `calm`?,l,0,NA,d,0.6812,0,11,11,11,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Ron,calm,NA,0,NA,NA,NA,NA
60f91d62ce12ac59792a3f6e,S1-R Transfer Awareness,Which colour do you think `Max` should have appeared in?,d,1,NA,d,2.367,0,12,12,12,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Max,neat,NA,NA,NA,NA,NA,1
60f91d62ce12ac59792a3f6e,S1-R Transfer Awareness,Which colour do you think `Tim` should have appeared in?,l,1,NA,l,1.9664,0,13,13,13,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Tim,fair,NA,NA,NA,NA,NA,1
60fdaf5b539bcc4d2724d6a4,S-S Cued Recall,What word should have appeared?,2,0,NA,NA,NA,NA,NA,NA,NA,NA,3,6.6195,bold,neat,Don't Know,Max,neat,0,NA,NA,NA,NA,NA
60fdaf5b539bcc4d2724d6a4,S-S Cued Recall,What word should have appeared?,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2.5636,Don't Know,bold,neat,Jack,bold,1,NA,NA,NA,NA,NA
60fdaf5b539bcc4d2724d6a4,S-S Cued Recall,What word should have appeared?,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2.1447,neat,fair,Don't Know,Tim,fair,1,NA,NA,NA,NA,NA
60fdaf5b539bcc4d2724d6a4,S-S Cued Recall,What word should have appeared?,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,0.946,bold,calm,Don't Know,Ron,calm,1,NA,NA,NA,NA,NA
60fdaf5b539bcc4d2724d6a4,S2-R Contingency-yn,Do you think `bold` mostly appeared in a particular colour?,j,1,NA,j,5.235,0,0,0,0,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Jack,bold,NA,NA,1,NA,NA,NA
60fdaf5b539bcc4d2724d6a4,S2-R Contingency,Which colour almost always occurred with the word `bold`?,d,1,NA,d,1.9551,0,1,1,1,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Jack,bold,NA,1,NA,NA,NA,NA
60fdaf5b539bcc4d2724d6a4,S2-R Contingency-yn,Do you think `fair` mostly appeared in a particular colour?,j,1,NA,j,3.3406,0,2,2,2,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Tim,fair,NA,NA,1,NA,NA,NA
60fdaf5b539bcc4d2724d6a4,S2-R Contingency,Which colour almost always occurred with the word `fair`?,l,1,NA,l,0.9927,0,3,3,3,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Tim,fair,NA,1,NA,NA,NA,NA
60fdaf5b539bcc4d2724d6a4,S1-R Contingency-yn,Do you think `Jack` mostly appeared in a particular colour?,j,1,NA,j,2.9765,0,4,4,4,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Jack,bold,NA,NA,NA,1,NA,NA
60fdaf5b539bcc4d2724d6a4,S1-R Contingency,Which colour almost always occurred with the word `Jack`?,d,1,NA,d,0.9737,0,5,5,5,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Jack,bold,NA,NA,NA,NA,1,NA
60fdaf5b539bcc4d2724d6a4,S2-R Contingency-yn,Do you think `neat` mostly appeared in a particular colour?,j,1,NA,j,2.4767,0,6,6,6,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Max,neat,NA,NA,1,NA,NA,NA
60fdaf5b539bcc4d2724d6a4,S2-R Contingency,Which colour almost always occurred with the word `neat`?,d,0,NA,l,1.1873,0,7,7,7,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Max,neat,NA,0,NA,NA,NA,NA
60fdaf5b539bcc4d2724d6a4,S1-R Contingency-yn,Do you think `Ron` mostly appeared in a particular colour?,j,0,NA,n,2.8244,0,8,8,8,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Ron,calm,NA,NA,NA,0,NA,NA
60fdaf5b539bcc4d2724d6a4,S1-R Contingency,Which colour almost always occurred with the word `Ron`?,l,0,NA,k,1.5104,0,9,9,9,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Ron,calm,NA,NA,NA,NA,0,NA
60fdaf5b539bcc4d2724d6a4,S2-R Contingency-yn,Do you think `calm` mostly appeared in a particular colour?,j,1,NA,j,2.2391,0,10,10,10,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Ron,calm,NA,NA,1,NA,NA,NA
60fdaf5b539bcc4d2724d6a4,S2-R Contingency,Which colour almost always occurred with the word `calm`?,l,1,NA,l,0.9401,0,11,11,11,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Ron,calm,NA,1,NA,NA,NA,NA
60fdaf5b539bcc4d2724d6a4,S1-R Transfer Awareness,Which colour do you think `Max` should have appeared in?,d,1,NA,d,10.2529,0,12,12,12,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Max,neat,NA,NA,NA,NA,NA,1
60fdaf5b539bcc4d2724d6a4,S1-R Transfer Awareness,Which colour do you think `Tim` should have appeared in?,l,1,NA,l,6.2503,0,13,13,13,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Tim,fair,NA,NA,NA,NA,NA,1
61f2ad60a09e72f23cbaf86d,S-S Cued Recall,What word should have appeared?,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,8.7812,fair,Don't Know,bold,Jack,bold,1,NA,NA,NA,NA,NA
61f2ad60a09e72f23cbaf86d,S-S Cued Recall,What word should have appeared?,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,0.533,calm,bold,Don't Know,Ron,calm,1,NA,NA,NA,NA,NA
61f2ad60a09e72f23cbaf86d,S-S Cued Recall,What word should have appeared?,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1.481,neat,Don't Know,calm,Max,neat,1,NA,NA,NA,NA,NA
61f2ad60a09e72f23cbaf86d,S-S Cued Recall,What word should have appeared?,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,0.7375,bold,fair,Don't Know,Tim,fair,1,NA,NA,NA,NA,NA
61f2ad60a09e72f23cbaf86d,S2-R Contingency-yn,Do you think `bold` mostly appeared in a particular colour?,j,1,NA,j,5.8636,0,0,0,0,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Jack,bold,NA,NA,1,NA,NA,NA
61f2ad60a09e72f23cbaf86d,S2-R Contingency,Which colour almost always occurred with the word `bold`?,d,1,NA,d,1.064,0,1,1,1,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Jack,bold,NA,1,NA,NA,NA,NA
61f2ad60a09e72f23cbaf86d,S2-R Contingency-yn,Do you think `fair` mostly appeared in a particular colour?,j,1,NA,j,2.3303,0,2,2,2,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Tim,fair,NA,NA,1,NA,NA,NA
61f2ad60a09e72f23cbaf86d,S2-R Contingency,Which colour almost always occurred with the word `fair`?,l,1,NA,l,1.1136,0,3,3,3,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Tim,fair,NA,1,NA,NA,NA,NA
61f2ad60a09e72f23cbaf86d,S1-R Contingency-yn,Do you think `Jack` mostly appeared in a particular colour?,j,0,NA,n,4.0118,0,4,4,4,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Jack,bold,NA,NA,NA,0,NA,NA
61f2ad60a09e72f23cbaf86d,S1-R Contingency,Which colour almost always occurred with the word `Jack`?,d,1,NA,d,3.0952,0,5,5,5,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Jack,bold,NA,NA,NA,NA,1,NA
61f2ad60a09e72f23cbaf86d,S2-R Contingency-yn,Do you think `neat` mostly appeared in a particular colour?,j,1,NA,j,9.7463,0,6,6,6,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Max,neat,NA,NA,1,NA,NA,NA
61f2ad60a09e72f23cbaf86d,S2-R Contingency,Which colour almost always occurred with the word `neat`?,d,0,NA,l,1.1297,0,7,7,7,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Max,neat,NA,0,NA,NA,NA,NA
61f2ad60a09e72f23cbaf86d,S1-R Contingency-yn,Do you think `Ron` mostly appeared in a particular colour?,j,1,NA,j,1.9376,0,8,8,8,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Ron,calm,NA,NA,NA,1,NA,NA
61f2ad60a09e72f23cbaf86d,S1-R Contingency,Which colour almost always occurred with the word `Ron`?,l,0,NA,d,0.7562,0,9,9,9,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Ron,calm,NA,NA,NA,NA,0,NA
61f2ad60a09e72f23cbaf86d,S2-R Contingency-yn,Do you think `calm` mostly appeared in a particular colour?,j,1,NA,j,1.5276,0,10,10,10,1,NA,NA,Press `j` if yes,Press `n` if no,Press `k` if you do not know,Ron,calm,NA,NA,1,NA,NA,NA
61f2ad60a09e72f23cbaf86d,S2-R Contingency,Which colour almost always occurred with the word `calm`?,l,0,NA,d,0.3137,0,11,11,11,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Ron,calm,NA,0,NA,NA,NA,NA
61f2ad60a09e72f23cbaf86d,S1-R Transfer Awareness,Which colour do you think `Max` should have appeared in?,d,0,NA,k,2.8324,0,12,12,12,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Max,neat,NA,NA,NA,NA,NA,0
61f2ad60a09e72f23cbaf86d,S1-R Transfer Awareness,Which colour do you think `Tim` should have appeared in?,l,1,NA,l,1.9161,0,13,13,13,1,NA,NA,"""D"" for blue","""L"" for yellow",Press 'k' if you do not know,Tim,fair,NA,NA,NA,NA,NA,1
60a97537bf4b23dbaba42403,S-S Cued Recall,What word should have appeared?,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,16.923,neat,Don't Know,calm,Ron,calm,1,NA,NA,NA,NA,NA
60a97537bf4b23dbaba42403,S-S Cued Recall,What word should have appeared?,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1.1751,neat,fair,Don't Know,Max,neat,1,NA,NA,NA,NA,NA
60a97537bf4b23dbaba42403,S-S Cued Recall,What word should have appeared?,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1.7686,bold,fair,Don't Know,Jack,bold,1,NA,NA,NA,NA,NA
